project, defectid,file-count,line-count,relevant-test-count,triggering-test-count,statement-level-coverage,time-to-fix,versions,priority,dependents,defect-type (bug vs feature-request),defect-type (defect vs regression),Human patch changes data structures or types?,Human patch changes method signature?,Human patch changes arguments to a function?,Human patch added 1 or more function calls?,Human patch changes conditional?,Human patch adds new variables?,Human patch adds 1 or more if-statements?,Human patch adds 1 or more loops?,Human patch adds a whole new function?,Linked,issue-report-link,GenProgJava,KaliJava,Nopol,AllJava,GenProgJava patch-quality,KaliJava patch-quality,Nopol patch-quality
Math,64,1,28,7,2,98.2,0.0154513889,1,3,0,bug,defect,1,0,1,1,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-405,0,0,0,0,,,
Math,65,2,8,10,1,94.5,38.44652778,2,3,0,bug,defect,1,0,0,0,0,1,0,1,0,,https://issues.apache.org/jira/browse/MATH-377,0,0,0,0,,,
Math,66,1,33,3,4,97,2.613888889,2,3,0,bug,defect,1,0,1,1,0,1,1,1,1,,https://issues.apache.org/jira/browse/MATH-395,0,0,0,0,,,
Math,67,1,2,1,1,73.3,0.5118055556,1,1,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-393,0,0,0,0,,,
Math,68,1,12,5,2,98.2,53.27638889,3,3,0,bug,defect,1,0,0,1,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-362,0,0,0,0,,,
Math,69,1,1,2,2,98.6,3.166666667,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-371,0,0,1,1,,,incorrect
Math,70,1,1,2,1,91.3,0.1215277778,1,2,0,bug,defect,0,0,1,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-369,1,0,0,1,correct,,
Math,71,4,15,23,2,100,0.1993055556,2,4,0,bug,defect,1,0,0,1,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-358,1,0,1,1,incorrect,,incorrect
Math,72,1,2,36,1,93.1,0.0323842593,1,4,0,bug,defect,0,0,1,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-344,0,0,0,0,,,
Math,73,1,4,36,1,92,0.0288194444,2,4,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-343,1,0,1,1,correct,,incorrect
Math,74,1,7,11,1,99.2,0.1791666667,2,3,0,bug,defect,1,0,0,0,0,0,0,1,0,,https://issues.apache.org/jira/browse/MATH-338,0,0,0,0,,,
Math,75,1,1,1,1,87,0.0069444444,2,2,0,bug,defect,0,0,0,1,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-329,0,0,0,0,,,
Math,76,1,14,2,2,96,51.09166667,2,3,0,bug,defect,1,0,1,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-320,0,0,0,0,,,
Math,77,2,10,22,2,59.8,0.5118055556,2,3,0,bug,defect,1,0,0,0,0,0,0,0,1,,https://issues.apache.org/jira/browse/MATH-326,0,0,0,0,,,
Math,78,1,11,24,1,84.1,0.0031134259,2,3,0,bug,defect,1,0,0,0,1,0,0,1,0,,https://issues.apache.org/jira/browse/MATH-322,1,1,1,1,incorrect,incorrect,incorrect
Math,79,1,2,56,1,99.5,0.1666666667,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-305,0,0,0,0,,,
Math,80,1,1,4,1,93,0.0022106481,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-318,1,1,1,1,incorrect,incorrect,incorrect
Math,81,1,4,4,1,89.3,8.995138889,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-308,1,1,1,1,incorrect,incorrect,incorrect
Math,82,1,1,1,1,96.7,0.3333333333,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-288,1,1,1,1,incorrect,incorrect,incorrect
Math,83,1,3,2,1,91.9,14.08541667,2,3,0,bug,defect,0,0,1,1,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-286,0,0,0,0,,,
Math,84,1,9,1,2,100,1,2,5,0,bug,defect,0,0,0,0,0,1,1,1,0,,https://issues.apache.org/jira/browse/MATH-283,1,1,0,1,incorrect,incorrect,
Math,85,1,1,11,1,93.9,0.4958333333,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-280,1,1,1,1,incorrect,incorrect,incorrect
Math,86,1,6,2,2,97.3,0.0327893519,2,2,0,bug,defect,0,0,0,0,1,0,1,0,0,,https://issues.apache.org/jira/browse/MATH-274,0,0,0,0,,,
Math,87,1,4,2,1,92.4,0.1631944444,2,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-273,0,0,1,1,,,incorrect
Math,88,1,6,2,1,92.4,3.775694444,2,3,0,bug,defect,1,0,0,0,1,0,1,1,0,,https://issues.apache.org/jira/browse/MATH-272,0,0,1,1,,,incorrect
Math,89,1,4,1,1,99.1,19.19097222,0,3,1,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-259,0,0,0,0,,,
Math,90,1,3,1,1,99.1,19.19097222,0,3,1,bug,defect,0,0,0,1,0,0,0,0,1,,https://issues.apache.org/jira/browse/MATH-259,0,0,0,0,,,
Math,91,1,2,5,1,96.6,0.0013657407,2,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-252,0,0,0,0,,,
Math,92,1,49,40,1,93,3.013194444,2,3,0,bug,defect,0,0,0,0,1,1,1,0,0,,https://issues.apache.org/jira/browse/MATH-241,0,0,0,0,,,
Math,93,1,10,40,1,92.8,2.875,2,2,0,bug,defect,0,0,0,0,1,1,1,0,0,,https://issues.apache.org/jira/browse/MATH-240,0,0,0,0,,,
Math,94,1,1,40,1,92.8,0.0297685185,1,2,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-238,0,0,0,0,,,
Math,95,1,3,3,1,100,0.7833333333,1,2,0,bug,defect,0,0,0,0,0,0,1,0,0,,https://issues.apache.org/jira/browse/MATH-227,1,1,0,1,incorrect,incorrect,
Math,96,1,1,8,1,97.7,0.0972222222,1,2,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-221,0,0,0,0,,,
Math,97,1,16,18,1,93,0.7104166667,2,2,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-204,0,0,1,1,,,incorrect
Math,98,2,2,11,2,86,0.0013888889,1,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-209,0,0,0,0,,,
Math,99,1,8,41,2,98.9,30.69375,0,2,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-243,0,0,0,0,,,
Math,100,1,3,3,1,100,2.908333333,1,4,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-200,0,0,0,0,,,
Math,101,1,2,2,2,85.7,4.553472222,1,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-198,0,0,0,0,,,
Math,102,1,17,4,6,91.7,36.11458333,1,3,0,bug,defect,1,0,0,0,1,0,0,1,0,,https://issues.apache.org/jira/browse/MATH-175,0,0,0,0,,,
Math,103,1,10,2,1,97.2,143.4361111,1,2,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-167,0,0,0,0,,,
Math,104,2,2,17,1,93.5,16.53402778,2,2,0,feature-request,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-166,0,0,1,1,,,incorrect
Math,105,1,1,1,1,100,69.50694444,1,3,0,bug,defect,1,0,0,0,0,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-85,0,0,1,1,,,incorrect
Math,106,1,8,1,1,84.2,22.24722222,1,3,0,bug,defect,0,0,0,0,1,0,0,0,0,,https://issues.apache.org/jira/browse/MATH-60,0,0,0,0,,,
Time,1,2,13,117,1,92.9,3,NA,NA,NA,bug,defect,0,0,0,0,1,0,1,0,0,,https://github.com/JodaOrg/joda-time/issues/93,0,0,0,0,,,
Time,2,2,7,117,1,92.8,3,NA,NA,NA,bug,defect,0,0,0,0,1,0,0,0,0,,https://github.com/JodaOrg/joda-time/issues/93,0,0,0,0,,,
Time,3,1,20,25,5,99.2,43,NA,NA,NA,bug,defect,0,0,0,0,1,0,0,0,0,,https://github.com/JodaOrg/joda-time/issues/77,0,0,0,0,,,
Time,4,1,1,17,1,100,2,NA,NA,NA,bug,defect,0,0,1,0,0,0,0,0,0,,https://github.com/JodaOrg/joda-time/issues/88,1,1,0,1,incorrect,incorrect,
Time,5,1,12,46,3,100,15,NA,NA,NA,bug,defect,0,0,0,0,1,0,1,0,0,,https://github.com/JodaOrg/joda-time/issues/79,0,0,0,0,,,
Time,6,1,26,69,5,81.5,95,NA,NA,NA,bug,defect,1,0,0,0,1,0,0,0,0,,https://github.com/JodaOrg/joda-time/issues/28,0,0,0,0,,,
Time,7,1,1,64,2,95.2,78,NA,NA,NA,bug,defect,1,0,0,0,0,0,0,0,0,,https://github.com/JodaOrg/joda-time/issues/21,0,0,0,0,,,
Time,8,1,5,119,1,93.2,2,NA,NA,NA,bug,defect,1,0,0,0,1,0,0,0,0,,https://github.com/JodaOrg/joda-time/issues/42,0,0,0,0,,,
Time,9,1,9,119,1,94,3,NA,NA,NA,bug,defect,1,0,0,0,1,0,0,0,0,,https://github.com/JodaOrg/joda-time/issues/43,0,0,0,0,,,
Time,10,1,2,12,2,97.1,40,NA,NA,NA,bug,defect,1,0,0,0,1,0,0,0,0,,https://github.com/JodaOrg/joda-time/issues/22,0,0,0,0,,,
Time,11,1,5,1,1,81.3,1,NA,NA,NA,bug,defect,0,0,0,0,0,0,0,0,1,,https://github.com/JodaOrg/joda-time/issues/18,1,1,1,1,incorrect,incorrect,incorrect
Time,12,2,14,38,8,93.2,7,NA,NA,NA,bug,defect,0,0,1,0,1,0,0,0,0,,https://github.com/JodaOrg/joda-time/issues/8,0,0,0,0,,,
Time,13,1,5,25,1,87,713,NA,4,NA,bug,defect,1,0,0,0,1,0,0,0,0,,https://sourceforge.net/p/joda-time/bugs/160/,0,0,0,0,,,
Time,14,1,5,116,8,74.5,973,NA,2,NA,bug,defect,0,0,0,0,1,0,0,0,0,,https://sourceforge.net/p/joda-time/bugs/151/,0,0,0,0,,,
Time,15,1,3,108,1,88.4,169,NA,2,NA,bug,defect,0,0,0,0,1,0,0,0,0,,https://sourceforge.net/p/joda-time/bugs/147/,0,0,0,0,,,
Time,16,1,1,62,7,95.2,164,NA,2,NA,bug,defect,0,0,1,0,0,0,0,0,0,,https://sourceforge.net/p/joda-time/bugs/148/,0,0,0,0,,,
Time,17,1,18,119,1,93.5,263,NA,2,NA,bug,defect,1,0,0,0,0,0,0,0,0,,https://sourceforge.net/p/joda-time/bugs/141/,0,0,0,0,,,
Time,18,1,12,68,1,81.6,313,NA,4,NA,bug,defect,1,0,0,0,1,0,0,0,0,,https://sourceforge.net/p/joda-time/bugs/130/,0,0,0,0,,,
Time,19,1,1,118,1,93.5,943,NA,2,NA,bug,defect,0,0,0,0,1,0,0,0,0,,https://sourceforge.net/p/joda-time/bugs/124/,0,0,0,0,,,
Time,20,1,8,61,1,77.3,1164,NA,2,NA,bug,defect,1,0,0,0,1,0,0,0,0,,https://sourceforge.net/p/joda-time/bugs/126/,0,0,0,0,,,
Time,21,1,16,118,2,100,383,NA,2,NA,bug,defect,1,0,1,0,1,0,0,1,0,,https://sourceforge.net/p/joda-time/bugs/122/,0,0,0,0,,,
Time,22,3,10,48,2,100,558,NA,2,NA,bug,defect,1,0,0,1,0,0,0,0,0,,https://sourceforge.net/p/joda-time/bugs/113/,0,0,0,0,,,
Time,23,1,13,118,1,93.5,573,NA,2,NA,bug,defect,1,0,0,0,0,0,0,0,0,,https://sourceforge.net/p/joda-time/bugs/112/,0,0,0,0,,,
Time,24,1,5,28,7,88.7,1115,NA,2,NA,bug,defect,0,0,0,0,1,0,0,0,0,,https://sourceforge.net/p/joda-time/bugs/107/,0,0,0,0,,,
Time,25,1,9,118,3,93.5,87,NA,2,NA,bug,defect,0,0,0,0,1,0,0,0,0,,https://sourceforge.net/p/joda-time/bugs/90/,0,0,0,0,,,
Time,26,2,8,116,8,84.2,1450,NA,2,NA,bug,defect,0,0,1,0,0,0,0,0,0,,"https://sourceforge.net/p/joda-time/bugs/60/ (oldest out of bugs 3102760,2182444,2553453)",0,0,0,0,,,
Time,27,1,2,22,1,87.1,423,NA,1,NA,bug,defect,0,0,0,0,1,0,0,0,0,,https://sourceforge.net/p/joda-time/bugs/64/,0,0,0,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,27,22,35,47,,,
